ds_id,constant,generation,animation_path,upstream_commit
681,MOVE_PSYCHIC_TERRAIN,Gen 7,armips/move/move_anim/681.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
682,MOVE_LUNGE,Gen 7,armips/move/move_anim/682.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
683,MOVE_FIRE_LASH,Gen 7,armips/move/move_anim/683.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
684,MOVE_POWER_TRIP,Gen 7,armips/move/move_anim/684.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
685,MOVE_BURN_UP,Gen 7,armips/move/move_anim/685.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
686,MOVE_SPEED_SWAP,Gen 7,armips/move/move_anim/686.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
687,MOVE_SMART_STRIKE,Gen 7,armips/move/move_anim/687.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
688,MOVE_PURIFY,Gen 7,armips/move/move_anim/688.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
689,MOVE_REVELATION_DANCE,Gen 7,armips/move/move_anim/689.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
690,MOVE_CORE_ENFORCER,Gen 7,armips/move/move_anim/690.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
691,MOVE_TROP_KICK,Gen 7,armips/move/move_anim/691.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
692,MOVE_INSTRUCT,Gen 7,armips/move/move_anim/692.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
693,MOVE_BEAK_BLAST,Gen 7,armips/move/move_anim/693.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
694,MOVE_CLANGING_SCALES,Gen 7,armips/move/move_anim/694.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
695,MOVE_DRAGON_HAMMER,Gen 7,armips/move/move_anim/695.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
696,MOVE_BRUTAL_SWING,Gen 7,armips/move/move_anim/696.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
697,MOVE_AURORA_VEIL,Gen 7,armips/move/move_anim/697.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
698,MOVE_SINISTER_ARROW_RAID,Gen 7,armips/move/move_anim/698.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
699,MOVE_MALICIOUS_MOONSAULT,Gen 7,armips/move/move_anim/699.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
700,MOVE_OCEANIC_OPERETTA,Gen 7,armips/move/move_anim/700.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
701,MOVE_GUARDIAN_OF_ALOLA,Gen 7,armips/move/move_anim/701.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
702,MOVE_SOUL_STEALING_7_STAR_STRIKE,Gen 7,armips/move/move_anim/702.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
703,MOVE_STOKED_SPARKSURFER,Gen 7,armips/move/move_anim/703.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
704,MOVE_PULVERIZING_PANCAKE,Gen 7,armips/move/move_anim/704.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
705,MOVE_EXTREME_EVOBOOST,Gen 7,armips/move/move_anim/705.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
706,MOVE_GENESIS_SUPERNOVA,Gen 7,armips/move/move_anim/706.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
707,MOVE_SHELL_TRAP,Gen 7,armips/move/move_anim/707.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
708,MOVE_FLEUR_CANNON,Gen 7,armips/move/move_anim/708.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
709,MOVE_PSYCHIC_FANGS,Gen 7,armips/move/move_anim/709.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
710,MOVE_STOMPING_TANTRUM,Gen 7,armips/move/move_anim/710.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
711,MOVE_SHADOW_BONE,Gen 7,armips/move/move_anim/711.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
712,MOVE_ACCELEROCK,Gen 7,armips/move/move_anim/712.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
713,MOVE_LIQUIDATION,Gen 7,armips/move/move_anim/713.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
714,MOVE_PRISMATIC_LASER,Gen 7,armips/move/move_anim/714.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
715,MOVE_SPECTRAL_THIEF,Gen 7,armips/move/move_anim/715.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
716,MOVE_SUNSTEEL_STRIKE,Gen 7,armips/move/move_anim/716.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
717,MOVE_MOONGEIST_BEAM,Gen 7,armips/move/move_anim/717.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
718,MOVE_TEARFUL_LOOK,Gen 7,armips/move/move_anim/718.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
719,MOVE_ZING_ZAP,Gen 7,armips/move/move_anim/719.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
720,MOVE_NATURES_MADNESS,Gen 7,armips/move/move_anim/720.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
721,MOVE_MULTI_ATTACK,Gen 7,armips/move/move_anim/721.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
722,MOVE_10_000_000_VOLT_THUNDERBOLT,Gen 7,armips/move/move_anim/722.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
723,MOVE_MIND_BLOWN,Gen 7,armips/move/move_anim/723.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
724,MOVE_PLASMA_FISTS,Gen 7,armips/move/move_anim/724.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
725,MOVE_PHOTON_GEYSER,Gen 7,armips/move/move_anim/725.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
726,MOVE_LIGHT_THAT_BURNS_THE_SKY,Gen 7,armips/move/move_anim/726.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
727,MOVE_SEARING_SUNRAZE_SMASH,Gen 7,armips/move/move_anim/727.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
728,MOVE_MENACING_MOONRAZE_MAELSTROM,Gen 7,armips/move/move_anim/728.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
729,MOVE_LETS_SNUGGLE_FOREVER,Gen 7,armips/move/move_anim/729.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
730,MOVE_SPLINTERED_STORMSHARDS,Gen 7,armips/move/move_anim/730.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
731,MOVE_CLANGOROUS_SOULBLAZE,Gen 7,armips/move/move_anim/731.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
732,MOVE_ZIPPY_ZAP,Gen 7,armips/move/move_anim/732.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
733,MOVE_SPLISHY_SPLASH,Gen 7,armips/move/move_anim/733.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
734,MOVE_FLOATY_FALL,Gen 7,armips/move/move_anim/734.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
735,MOVE_PIKA_PAPOW,Gen 7,armips/move/move_anim/735.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
736,MOVE_BOUNCY_BUBBLE,Gen 7,armips/move/move_anim/736.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
737,MOVE_BUZZY_BUZZ,Gen 7,armips/move/move_anim/737.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
738,MOVE_SIZZLY_SLIDE,Gen 7,armips/move/move_anim/738.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
739,MOVE_GLITZY_GLOW,Gen 7,armips/move/move_anim/739.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
740,MOVE_BADDY_BAD,Gen 7,armips/move/move_anim/740.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
741,MOVE_SAPPY_SEED,Gen 7,armips/move/move_anim/741.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
742,MOVE_FREEZY_FROST,Gen 7,armips/move/move_anim/742.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
743,MOVE_SPARKLY_SWIRL,Gen 7,armips/move/move_anim/743.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
744,MOVE_VEEVEE_VOLLEY,Gen 7,armips/move/move_anim/744.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
745,MOVE_DOUBLE_IRON_BASH,Gen 7,armips/move/move_anim/745.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
746,MOVE_MAX_GUARD,Gen 8,armips/move/move_anim/746.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
747,MOVE_DYNAMAX_CANNON,Gen 8,armips/move/move_anim/747.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
748,MOVE_SNIPE_SHOT,Gen 8,armips/move/move_anim/748.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
749,MOVE_JAW_LOCK,Gen 8,armips/move/move_anim/749.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
750,MOVE_STUFF_CHEEKS,Gen 8,armips/move/move_anim/750.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
751,MOVE_NO_RETREAT,Gen 8,armips/move/move_anim/751.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
752,MOVE_TAR_SHOT,Gen 8,armips/move/move_anim/752.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
753,MOVE_MAGIC_POWDER,Gen 8,armips/move/move_anim/753.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
754,MOVE_DRAGON_DARTS,Gen 8,armips/move/move_anim/754.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
755,MOVE_TEATIME,Gen 8,armips/move/move_anim/755.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
756,MOVE_OCTOLOCK,Gen 8,armips/move/move_anim/756.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
757,MOVE_BOLT_BEAK,Gen 8,armips/move/move_anim/757.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
758,MOVE_FISHIOUS_REND,Gen 8,armips/move/move_anim/758.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
759,MOVE_COURT_CHANGE,Gen 8,armips/move/move_anim/759.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
760,MOVE_MAX_FLARE,Gen 8,armips/move/move_anim/760.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
761,MOVE_MAX_FLUTTERBY,Gen 8,armips/move/move_anim/761.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
762,MOVE_MAX_LIGHTNING,Gen 8,armips/move/move_anim/762.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
763,MOVE_MAX_STRIKE,Gen 8,armips/move/move_anim/763.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
764,MOVE_MAX_KNUCKLE,Gen 8,armips/move/move_anim/764.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
765,MOVE_MAX_PHANTASM,Gen 8,armips/move/move_anim/765.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
766,MOVE_MAX_HAILSTORM,Gen 8,armips/move/move_anim/766.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
767,MOVE_MAX_OOZE,Gen 8,armips/move/move_anim/767.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
768,MOVE_MAX_GEYSER,Gen 8,armips/move/move_anim/768.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
769,MOVE_MAX_AIRSTREAM,Gen 8,armips/move/move_anim/769.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
770,MOVE_MAX_STARFALL,Gen 8,armips/move/move_anim/770.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
771,MOVE_MAX_WYRMWIND,Gen 8,armips/move/move_anim/771.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
772,MOVE_MAX_MINDSTORM,Gen 8,armips/move/move_anim/772.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
773,MOVE_MAX_ROCKFALL,Gen 8,armips/move/move_anim/773.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
774,MOVE_MAX_QUAKE,Gen 8,armips/move/move_anim/774.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
775,MOVE_MAX_DARKNESS,Gen 8,armips/move/move_anim/775.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
776,MOVE_MAX_OVERGROWTH,Gen 8,armips/move/move_anim/776.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
777,MOVE_MAX_STEELSPIKE,Gen 8,armips/move/move_anim/777.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
778,MOVE_CLANGOROUS_SOUL,Gen 8,armips/move/move_anim/778.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
779,MOVE_BODY_PRESS,Gen 8,armips/move/move_anim/779.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
780,MOVE_DECORATE,Gen 8,armips/move/move_anim/780.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
781,MOVE_DRUM_BEATING,Gen 8,armips/move/move_anim/781.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
782,MOVE_SNAP_TRAP,Gen 8,armips/move/move_anim/782.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
783,MOVE_PYRO_BALL,Gen 8,armips/move/move_anim/783.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
784,MOVE_BEHEMOTH_BLADE,Gen 8,armips/move/move_anim/784.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
785,MOVE_BEHEMOTH_BASH,Gen 8,armips/move/move_anim/785.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
786,MOVE_AURA_WHEEL,Gen 8,armips/move/move_anim/786.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
787,MOVE_BREAKING_SWIPE,Gen 8,armips/move/move_anim/787.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
788,MOVE_BRANCH_POKE,Gen 8,armips/move/move_anim/788.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
789,MOVE_OVERDRIVE,Gen 8,armips/move/move_anim/789.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
790,MOVE_APPLE_ACID,Gen 8,armips/move/move_anim/790.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
791,MOVE_GRAV_APPLE,Gen 8,armips/move/move_anim/791.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
792,MOVE_SPIRIT_BREAK,Gen 8,armips/move/move_anim/792.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
793,MOVE_STRANGE_STEAM,Gen 8,armips/move/move_anim/793.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
794,MOVE_LIFE_DEW,Gen 8,armips/move/move_anim/794.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
795,MOVE_OBSTRUCT,Gen 8,armips/move/move_anim/795.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
796,MOVE_FALSE_SURRENDER,Gen 8,armips/move/move_anim/796.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
797,MOVE_METEOR_ASSAULT,Gen 8,armips/move/move_anim/797.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
798,MOVE_ETERNABEAM,Gen 8,armips/move/move_anim/798.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
799,MOVE_STEEL_BEAM,Gen 8,armips/move/move_anim/799.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
800,MOVE_EXPANDING_FORCE,Gen 8,armips/move/move_anim/800.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
801,MOVE_STEEL_ROLLER,Gen 8,armips/move/move_anim/801.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
802,MOVE_SCALE_SHOT,Gen 8,armips/move/move_anim/802.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
803,MOVE_METEOR_BEAM,Gen 8,armips/move/move_anim/803.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
804,MOVE_SHELL_SIDE_ARM,Gen 8,armips/move/move_anim/804.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
805,MOVE_MISTY_EXPLOSION,Gen 8,armips/move/move_anim/805.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
806,MOVE_GRASSY_GLIDE,Gen 8,armips/move/move_anim/806.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
807,MOVE_RISING_VOLTAGE,Gen 8,armips/move/move_anim/807.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
808,MOVE_TERRAIN_PULSE,Gen 8,armips/move/move_anim/808.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
809,MOVE_SKITTER_SMACK,Gen 8,armips/move/move_anim/809.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
810,MOVE_BURNING_JEALOUSY,Gen 8,armips/move/move_anim/810.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
811,MOVE_LASH_OUT,Gen 8,armips/move/move_anim/811.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
812,MOVE_POLTERGEIST,Gen 8,armips/move/move_anim/812.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
813,MOVE_CORROSIVE_GAS,Gen 8,armips/move/move_anim/813.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
814,MOVE_COACHING,Gen 8,armips/move/move_anim/814.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
815,MOVE_FLIP_TURN,Gen 8,armips/move/move_anim/815.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
816,MOVE_TRIPLE_AXEL,Gen 8,armips/move/move_anim/816.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
817,MOVE_DUAL_WINGBEAT,Gen 8,armips/move/move_anim/817.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
818,MOVE_SCORCHING_SANDS,Gen 8,armips/move/move_anim/818.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
819,MOVE_JUNGLE_HEALING,Gen 8,armips/move/move_anim/819.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
820,MOVE_WICKED_BLOW,Gen 8,armips/move/move_anim/820.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
821,MOVE_SURGING_STRIKES,Gen 8,armips/move/move_anim/821.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
822,MOVE_THUNDER_CAGE,Gen 8,armips/move/move_anim/822.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
823,MOVE_DRAGON_ENERGY,Gen 8,armips/move/move_anim/823.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
824,MOVE_FREEZING_GLARE,Gen 8,armips/move/move_anim/824.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
825,MOVE_FIERY_WRATH,Gen 8,armips/move/move_anim/825.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
826,MOVE_THUNDEROUS_KICK,Gen 8,armips/move/move_anim/826.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
827,MOVE_GLACIAL_LANCE,Gen 8,armips/move/move_anim/827.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
828,MOVE_ASTRAL_BARRAGE,Gen 8,armips/move/move_anim/828.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
829,MOVE_EERIE_SPELL,Gen 8,armips/move/move_anim/829.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
830,MOVE_DIRE_CLAW,Gen 8,armips/move/move_anim/830.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
831,MOVE_PSYSHIELD_BASH,Gen 8,armips/move/move_anim/831.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
832,MOVE_POWER_SHIFT,Gen 8,armips/move/move_anim/832.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
833,MOVE_STONE_AXE,Gen 8,armips/move/move_anim/833.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
834,MOVE_SPRINGTIDE_STORM,Gen 8,armips/move/move_anim/834.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
835,MOVE_MYSTICAL_POWER,Gen 8,armips/move/move_anim/835.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
836,MOVE_RAGING_FURY,Gen 8,armips/move/move_anim/836.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
837,MOVE_WAVE_CRASH,Gen 8,armips/move/move_anim/837.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
838,MOVE_CHLOROBLAST,Gen 8,armips/move/move_anim/838.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
839,MOVE_MOUNTAIN_GALE,Gen 8,armips/move/move_anim/839.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
840,MOVE_VICTORY_DANCE,Gen 8,armips/move/move_anim/840.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
841,MOVE_HEADLONG_RUSH,Gen 8,armips/move/move_anim/841.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
842,MOVE_BARB_BARRAGE,Gen 8,armips/move/move_anim/842.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
843,MOVE_ESPER_WING,Gen 8,armips/move/move_anim/843.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
844,MOVE_BITTER_MALICE,Gen 8,armips/move/move_anim/844.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
845,MOVE_SHELTER,Gen 8,armips/move/move_anim/845.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
846,MOVE_TRIPLE_ARROWS,Gen 8,armips/move/move_anim/846.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
847,MOVE_INFERNAL_PARADE,Gen 8,armips/move/move_anim/847.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
848,MOVE_CEASELESS_EDGE,Gen 8,armips/move/move_anim/848.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
849,MOVE_BLEAKWIND_STORM,Gen 8,armips/move/move_anim/849.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
850,MOVE_WILDBOLT_STORM,Gen 8,armips/move/move_anim/850.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
851,MOVE_SANDSEAR_STORM,Gen 8,armips/move/move_anim/851.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
852,MOVE_LUNAR_BLESSING,Gen 8,armips/move/move_anim/852.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
853,MOVE_TAKE_HEART,Gen 8,armips/move/move_anim/853.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
854,MOVE_TERA_BLAST,Gen 9,armips/move/move_anim/854.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
855,MOVE_SILK_TRAP,Gen 9,armips/move/move_anim/855.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
856,MOVE_AXE_KICK,Gen 9,armips/move/move_anim/856.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
857,MOVE_LAST_RESPECTS,Gen 9,armips/move/move_anim/857.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
858,MOVE_LUMINA_CRASH,Gen 9,armips/move/move_anim/858.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
859,MOVE_ORDER_UP,Gen 9,armips/move/move_anim/859.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
860,MOVE_JET_PUNCH,Gen 9,armips/move/move_anim/860.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
861,MOVE_SPICY_EXTRACT,Gen 9,armips/move/move_anim/861.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
862,MOVE_SPIN_OUT,Gen 9,armips/move/move_anim/862.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
863,MOVE_POPULATION_BOMB,Gen 9,armips/move/move_anim/863.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
864,MOVE_ICE_SPINNER,Gen 9,armips/move/move_anim/864.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
865,MOVE_GLAIVE_RUSH,Gen 9,armips/move/move_anim/865.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
866,MOVE_REVIVAL_BLESSING,Gen 9,armips/move/move_anim/866.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
867,MOVE_SALT_CURE,Gen 9,armips/move/move_anim/867.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
868,MOVE_TRIPLE_DIVE,Gen 9,armips/move/move_anim/868.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
869,MOVE_MORTAL_SPIN,Gen 9,armips/move/move_anim/869.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
870,MOVE_DOODLE,Gen 9,armips/move/move_anim/870.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
871,MOVE_FILLET_AWAY,Gen 9,armips/move/move_anim/871.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
872,MOVE_KOWTOW_CLEAVE,Gen 9,armips/move/move_anim/872.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
873,MOVE_FLOWER_TRICK,Gen 9,armips/move/move_anim/873.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
874,MOVE_TORCH_SONG,Gen 9,armips/move/move_anim/874.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
875,MOVE_AQUA_STEP,Gen 9,armips/move/move_anim/875.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
876,MOVE_RAGING_BULL,Gen 9,armips/move/move_anim/876.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
877,MOVE_MAKE_IT_RAIN,Gen 9,armips/move/move_anim/877.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
878,MOVE_PSYBLADE,Gen 9,armips/move/move_anim/878.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
879,MOVE_HYDRO_STEAM,Gen 9,armips/move/move_anim/879.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
880,MOVE_RUINATION,Gen 9,armips/move/move_anim/880.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
881,MOVE_COLLISION_COURSE,Gen 9,armips/move/move_anim/881.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
882,MOVE_ELECTRO_DRIFT,Gen 9,armips/move/move_anim/882.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
883,MOVE_SHED_TAIL,Gen 9,armips/move/move_anim/883.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
884,MOVE_CHILLY_RECEPTION,Gen 9,armips/move/move_anim/884.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
885,MOVE_TIDY_UP,Gen 9,armips/move/move_anim/885.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
886,MOVE_SNOWSCAPE,Gen 9,armips/move/move_anim/886.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
887,MOVE_POUNCE,Gen 9,armips/move/move_anim/887.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
888,MOVE_TRAILBLAZE,Gen 9,armips/move/move_anim/888.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
889,MOVE_CHILLING_WATER,Gen 9,armips/move/move_anim/889.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
890,MOVE_HYPER_DRILL,Gen 9,armips/move/move_anim/890.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
891,MOVE_TWIN_BEAM,Gen 9,armips/move/move_anim/891.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
892,MOVE_RAGE_FIST,Gen 9,armips/move/move_anim/892.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
893,MOVE_ARMOR_CANNON,Gen 9,armips/move/move_anim/893.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
894,MOVE_BITTER_BLADE,Gen 9,armips/move/move_anim/894.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
